Amount,Collateral,CustomerID,EndDate,InterestRate,LoanID,LoanType,PaymentFrequency,StartDate,Status
54467.66,politics,437201,2025-09-10,2.72,6204837205912,Personal,Monthly,2021-08-04,Closed
15236.97,section,407564,2051-07-09,2.62,7377067974465,Mortgage,Quarterly,2021-10-04,Closed
74601.99,risk,419582,2054-04-10,11.27,1176195292647,Mortgage,Monthly,2021-09-05,Active
9646.68,carry,433432,2050-07-05,10.72,4378027428356,Auto,Quarterly,2023-10-02,Closed
54090.61,gun,410460,2027-03-24,9.32,4076889198055,Personal,Annually,2020-10-23,Active
58702.13,mention,424645,2038-02-12,4.51,1215966163426,Mortgage,Annually,2021-02-20,Defaulted
67153.84,operation,433965,2039-10-08,10.93,2437836157526,Auto,Quarterly,2024-02-14,Defaulted
50987.5,level,431799,2049-07-29,4.73,6125104661318,Mortgage,Annually,2022-06-27,Closed
7591.66,industry,424385,2049-12-10,14.65,7772429231811,Mortgage,Annually,2022-05-20,Defaulted
85067.71,food,404293,2052-07-04,7.87,5652321542277,Personal,Monthly,2020-04-10,Defaulted
27363.85,model,440930,2036-01-02,10.03,1010061195116,Mortgage,Annually,2021-08-09,Defaulted
83723.14,easy,426233,2038-03-03,13.06,6190224964033,Personal,Annually,2022-06-27,Defaulted
98990.19,dog,420383,2049-08-07,13.46,8513520265407,Personal,Monthly,2020-08-07,Closed
28740.1,turn,402712,2038-09-07,5.65,1443439481492,Auto,Annually,2021-09-08,Defaulted
95604.64,them,445685,2053-10-07,7.16,1942609619274,Personal,Annually,2020-06-03,Closed
9375.41,important,434286,2027-05-04,14.2,9093560342729,Auto,Annually,2021-11-23,Active
36565.56,perform,425556,2042-07-20,10.06,4326916198208,Personal,Quarterly,2024-07-18,Closed
43587.07,agency,444482,2041-10-11,6.52,4860422784899,Mortgage,Quarterly,2020-04-20,Defaulted
32163.32,network,448953,2049-04-14,9.96,5628255962587,Auto,Quarterly,2021-05-27,Active
60872.38,however,404237,2028-04-29,10.84,1589920157081,Auto,Monthly,2021-05-20,Active
92838.57,consider,405548,2048-11-05,9.33,7826333414910,Personal,Annually,2023-12-06,Defaulted
39322.03,different,438325,2052-11-21,8.95,6518268013035,Mortgage,Monthly,2021-01-06,Closed
27700.64,according,444491,2027-10-20,12.63,2205955191430,Personal,Quarterly,2020-06-16,Active
50453.67,present,446642,2048-06-14,9.56,5227300840044,Personal,Annually,2021-05-19,Active
72355.43,large,420706,2039-01-02,13.32,2134377196720,Personal,Monthly,2024-06-15,Defaulted
46188.15,billion,421920,2052-12-25,9.15,8469641331406,Personal,Quarterly,2021-05-08,Closed
87455.17,our,412632,2039-10-20,4.79,2711182179168,Mortgage,Monthly,2021-06-11,Active
69339.64,drop,419675,2050-05-19,5.99,8449026514286,Personal,Quarterly,2020-01-03,Active
72408.6,follow,407317,2050-07-11,8.7,5081019934203,Mortgage,Quarterly,2024-06-08,Closed
11307.05,when,409560,2031-08-20,3.97,3787041565771,Auto,Annually,2024-03-18,Active
74657.3,of,402633,2035-02-17,6.76,5513153694854,Personal,Monthly,2020-10-21,Closed
17863.89,available,445474,2044-08-15,7.49,8367139671574,Mortgage,Annually,2023-10-25,Active
60087.22,cause,408013,2035-12-06,10.95,8590004228356,Mortgage,Quarterly,2023-08-26,Closed
44742.77,course,436945,2051-12-04,11.98,2516455274366,Mortgage,Monthly,2023-02-12,Active
74117.8,state,413317,2029-09-06,11.47,8379646531867,Personal,Annually,2022-04-26,Closed
61103.41,without,435680,2048-12-26,3.58,5620831506035,Auto,Annually,2021-10-19,Active
87749.44,forward,442698,2048-03-31,9.08,7932998265488,Personal,Monthly,2021-02-10,Active
42412.6,black,405589,2028-07-24,14.58,6094787815178,Auto,Monthly,2023-01-10,Defaulted
11843.03,upon,432500,2036-11-02,14.74,1018119366710,Mortgage,Monthly,2022-10-05,Defaulted
11676.5,cultural,405629,2028-02-15,8.5,8827298055470,Personal,Annually,2023-02-09,Closed
79965.91,play,426600,2028-04-26,2.64,6798736759492,Auto,Monthly,2020-08-01,Closed
86250.27,world,409094,2040-05-03,14.73,1150034644440,Personal,Monthly,2023-05-25,Active
98176.88,value,433137,2029-10-03,4.28,7217412615938,Mortgage,Quarterly,2022-12-17,Closed
34811.24,involve,425839,2039-01-12,13.72,3417904792478,Personal,Annually,2021-08-28,Closed
58063.45,price,414846,2042-04-09,13.65,6561851029913,Auto,Monthly,2020-02-16,Closed
82736.19,significant,409046,2040-10-23,8.58,2348661820654,Personal,Monthly,2023-03-03,Defaulted
20452.32,year,445648,2044-05-13,9.66,2364839184222,Mortgage,Monthly,2023-11-14,Defaulted
30406.54,interview,418677,2028-01-06,5.8,4614650645999,Mortgage,Quarterly,2022-01-28,Active
96311.31,better,444269,2043-06-06,2.77,5493687350704,Mortgage,Monthly,2022-04-05,Defaulted
68376.75,common,419993,2036-04-15,5.89,2264427852632,Auto,Quarterly,2023-01-10,Closed
39569.34,give,417842,2027-03-16,11.15,5663641977817,Personal,Quarterly,2024-05-06,Closed
12506.33,despite,422897,2050-12-03,8.76,8145111157158,Personal,Annually,2024-06-03,Closed
53382.11,step,402047,2035-03-12,3.69,5377849904792,Auto,Quarterly,2020-07-07,Closed
10454.56,agent,439342,2039-04-26,11.2,1719047361897,Auto,Quarterly,2020-07-15,Closed
57184.59,source,404481,2047-03-14,7.2,1833066720845,Personal,Monthly,2023-09-30,Active
8551.97,keep,436957,2048-01-06,11.94,5608596795487,Mortgage,Monthly,2024-04-07,Closed
23555.57,under,418256,2027-10-19,3.34,1844696161107,Personal,Annually,2022-03-13,Closed
13697.72,sometimes,428639,2041-05-21,13.67,5265272641659,Auto,Quarterly,2020-01-30,Closed
79041.28,authority,435547,2036-06-08,13.77,8091990648498,Personal,Annually,2020-02-22,Active
98997,house,407380,2041-02-05,3.55,6899569605602,Auto,Annually,2022-06-04,Active
73695.02,bed,421452,2026-01-10,6.07,1582707112678,Personal,Quarterly,2020-08-18,Closed
35025.49,thousand,433610,2040-02-20,5.4,7998944980331,Mortgage,Monthly,2023-08-05,Closed
16796.86,whatever,438841,2032-01-19,6.09,2310282233583,Auto,Annually,2024-01-08,Closed
65865.23,believe,416572,2051-10-23,10.71,8815348494508,Mortgage,Quarterly,2020-05-06,Defaulted
35741.15,according,433337,2039-11-16,12.23,8336599648171,Mortgage,Quarterly,2020-10-29,Active
14156.53,a,420768,2025-09-14,9.52,4329188230035,Personal,Annually,2020-01-01,Active
17960.16,local,409140,2041-06-18,12.27,8355659171699,Auto,Annually,2023-04-30,Defaulted
82578.5,hotel,447450,2045-03-12,7.38,1847379806488,Mortgage,Monthly,2023-08-27,Active
31723.99,election,407081,2036-05-29,4.34,5586430437447,Personal,Quarterly,2023-02-17,Closed
88356.3,whatever,414361,2034-08-19,5.29,6221577799837,Auto,Monthly,2023-08-24,Defaulted
75436.51,son,410365,2027-06-21,13.38,4373765521725,Auto,Monthly,2022-05-20,Closed
35149.28,teacher,436169,2033-06-08,8.41,2543331769531,Auto,Annually,2020-12-21,Closed
32864.32,control,411382,2034-06-04,8.4,3931218016843,Auto,Quarterly,2021-07-09,Active
13566.66,away,400841,2034-02-06,2.91,4397877047376,Mortgage,Annually,2020-11-21,Defaulted
61446.35,traditional,414285,2039-06-11,6.6,4135337037476,Personal,Annually,2020-12-24,Defaulted
48715.13,same,445032,2048-06-22,9.73,4402266122243,Personal,Monthly,2024-05-06,Active
42534.99,if,425451,2052-04-20,8.01,4219934361676,Personal,Annually,2020-07-21,Closed
86322.11,television,446090,2050-09-01,3.18,2277794327744,Personal,Monthly,2023-01-20,Defaulted
53485.39,firm,432946,2051-01-06,7.64,2152957492380,Auto,Monthly,2022-07-02,Defaulted
13316.66,effect,419091,2048-09-08,6.06,1670997971832,Personal,Annually,2022-04-03,Defaulted
75595.11,career,432330,2042-01-14,3.7,7971000630147,Personal,Monthly,2021-09-07,Defaulted
89277.53,effect,406957,2027-07-16,11.02,3237462350604,Personal,Quarterly,2020-07-10,Closed
79059.95,hold,433251,2042-10-02,8.67,3833012469796,Personal,Monthly,2023-01-06,Active
83345.18,unit,410413,2041-07-29,3.24,1093825928949,Mortgage,Annually,2023-12-27,Active
45372.83,great,441605,2038-03-05,14.14,5899269770337,Mortgage,Annually,2022-12-17,Defaulted
79409.24,these,427538,2041-05-05,11.44,9514092990493,Mortgage,Quarterly,2021-08-12,Defaulted
32556.9,no,428497,2027-10-05,14.66,6136496905570,Mortgage,Quarterly,2021-05-01,Defaulted
49622.75,reduce,414581,2052-03-28,3.41,2006571821413,Personal,Quarterly,2020-09-23,Closed
52269.95,knowledge,440944,2031-07-08,12.53,8096978796678,Auto,Monthly,2023-04-09,Active
99183.75,will,447685,2028-08-21,12.55,6847862176121,Auto,Annually,2022-02-18,Closed
23125.21,begin,420782,2048-11-12,9.58,8821394317843,Personal,Quarterly,2020-04-14,Defaulted
93647.17,society,431392,2049-11-12,3.1,7874785399573,Mortgage,Annually,2021-03-25,Active
24124.26,trial,424246,2032-10-05,13.21,2912778148406,Mortgage,Quarterly,2023-08-16,Defaulted
68539.15,walk,408270,2042-10-29,4.84,9446889285873,Mortgage,Quarterly,2022-01-03,Closed
64645.79,ok,412716,2044-02-05,9.15,6552629292547,Mortgage,Quarterly,2024-05-24,Closed
28000.97,risk,437607,2045-09-05,9.58,1159951267195,Auto,Annually,2021-10-31,Defaulted
53106.79,billion,416982,2029-07-03,3.74,3267289401289,Personal,Quarterly,2023-05-24,Closed
92565.8,tax,412491,2036-03-17,2.88,7862593555316,Auto,Quarterly,2023-12-16,Closed
5676.28,anyone,429146,2033-07-09,12.05,8653455049606,Auto,Quarterly,2022-11-21,Defaulted
58460.31,trip,407338,2040-02-09,4.11,8150724900836,Personal,Annually,2024-02-23,Active
66017.84,war,403399,2031-06-10,11.21,1201496152984,Auto,Monthly,2022-09-25,Closed
61829.08,boy,439352,2034-01-02,10.12,6796456298725,Mortgage,Quarterly,2024-03-25,Active
85754.9,thousand,427492,2031-02-23,4.29,4740330192942,Mortgage,Monthly,2020-09-17,Closed
25029.52,role,419844,2045-04-08,7.8,3785262867577,Mortgage,Quarterly,2021-12-10,Defaulted
12927.57,nor,441060,2033-01-10,8.19,4582256877488,Personal,Quarterly,2022-11-30,Closed
37470.13,base,416699,2045-11-10,6.53,7870193959562,Auto,Quarterly,2020-04-02,Defaulted
48221.25,environmental,401526,2041-11-15,12.06,7135384512219,Auto,Annually,2024-03-06,Closed
55279.15,no,427743,2040-08-01,14.12,1209417354867,Mortgage,Monthly,2021-08-24,Active
73934.82,deal,430519,2027-04-19,4.17,8159283611442,Personal,Monthly,2020-01-30,Closed
25962.43,wonder,429961,2045-04-20,9.95,1092106192816,Personal,Annually,2022-05-21,Active
86133.35,idea,408134,2052-04-08,14.08,5656171557034,Mortgage,Monthly,2020-05-23,Closed
10231.82,identify,417785,2032-02-04,13.91,7732353782519,Auto,Monthly,2023-06-03,Defaulted
45004.13,this,424995,2033-09-06,5.39,7031978347876,Mortgage,Monthly,2024-01-01,Closed
71726.32,already,419986,2034-10-17,5.83,6500631896793,Mortgage,Quarterly,2021-10-22,Active
61630.17,deal,420648,2040-02-16,12.88,2660900891221,Auto,Monthly,2021-12-15,Closed
22344.32,go,417465,2052-10-04,3.31,2089391741947,Auto,Monthly,2021-04-15,Active
30258.07,design,416175,2031-11-16,4.12,6922428731314,Personal,Annually,2020-01-17,Closed
98232.9,send,444270,2033-01-05,6.19,1792526922496,Auto,Monthly,2023-11-12,Active
26867,trial,432371,2054-02-12,9.75,2927378949843,Personal,Monthly,2020-11-06,Defaulted
18604.16,environment,434507,2050-05-28,7.37,8183708598390,Auto,Annually,2024-05-11,Active
84208.46,employee,434186,2029-10-17,9.62,1523729467100,Mortgage,Monthly,2021-06-28,Closed
9948.4,data,440504,2040-09-23,3.51,8789224327620,Mortgage,Monthly,2021-07-19,Active
31962.62,several,423160,2032-02-04,10.59,4956562261878,Auto,Monthly,2022-04-15,Closed
92549.94,wrong,403563,2049-03-05,14.91,9069845981359,Personal,Annually,2023-06-02,Closed
97583.9,far,445999,2050-03-01,11.03,7384019609046,Auto,Monthly,2022-12-06,Closed
21560.36,too,423591,2048-11-14,4.03,4376729617610,Mortgage,Monthly,2024-06-01,Active
74118.41,drive,448115,2050-08-03,4.12,8312140322606,Auto,Quarterly,2024-06-15,Closed
22717.92,race,404722,2050-08-19,3.42,5875358729645,Mortgage,Annually,2021-01-13,Closed
58768.69,guess,439903,2047-05-19,10.06,1874387386216,Mortgage,Quarterly,2023-03-23,Active
44742.84,community,437014,2043-08-16,3.7,5208804685269,Personal,Annually,2023-03-19,Closed
40428.52,cause,412859,2045-07-11,6.33,7591658839343,Mortgage,Quarterly,2021-04-19,Closed
70241.2,ok,432921,2049-05-02,4.45,6977122340577,Auto,Quarterly,2020-12-12,Defaulted
87822.78,possible,405232,2032-01-23,7.77,1883724226335,Auto,Quarterly,2021-11-09,Defaulted
11006.52,where,405342,2051-04-30,6.97,6212850091789,Mortgage,Quarterly,2020-08-16,Closed
79915.41,large,402462,2041-05-07,6.78,1549825811929,Personal,Annually,2021-02-15,Active
83624.28,prevent,409166,2045-06-22,13.09,1238893433463,Mortgage,Monthly,2020-09-21,Closed
51694.21,money,428169,2053-08-29,13.72,1636565317310,Auto,Monthly,2022-01-26,Closed
89611.4,material,424482,2047-10-01,3.62,4765535278621,Personal,Quarterly,2021-01-13,Closed
32860.76,truth,407831,2038-01-29,13.57,9190177754823,Mortgage,Quarterly,2024-07-02,Active
6892.71,fine,446347,2030-07-23,8.93,2405683437558,Auto,Monthly,2023-05-02,Active
67987.72,official,406210,2043-05-09,9.72,9976945333248,Auto,Monthly,2020-09-25,Active
58260.19,Mrs,448874,2040-06-18,11.9,9607956737382,Personal,Quarterly,2021-03-12,Defaulted
44496.84,list,441933,2045-10-05,13.41,2950240053201,Personal,Monthly,2023-04-20,Defaulted
37727.08,treatment,412394,2052-11-12,7.03,5298198507836,Mortgage,Quarterly,2021-08-05,Active
83869.24,fast,416654,2032-05-06,10.35,3179910664789,Personal,Annually,2020-05-16,Active
12591.22,computer,405676,2041-06-15,3.7,9451770257525,Auto,Annually,2024-06-18,Active
10137.16,success,410938,2038-12-19,7.91,5892762330271,Personal,Annually,2020-03-13,Closed
21673.6,themselves,406993,2049-05-01,4.8,7559706123355,Personal,Monthly,2023-11-14,Closed
66047.04,speak,417166,2031-09-08,4.4,1634923135865,Personal,Quarterly,2024-04-29,Closed
50078.33,account,444478,2035-08-25,8.27,6161756945321,Personal,Annually,2023-01-31,Defaulted
22148.76,church,412707,2053-10-31,9.82,1293738691776,Personal,Monthly,2021-10-03,Active
23134.32,now,425019,2027-07-05,4.1,4071132947357,Auto,Monthly,2021-12-18,Defaulted
42612.47,series,435244,2038-10-05,11.49,3597830480555,Mortgage,Quarterly,2021-04-11,Active
24963.96,enjoy,447785,2033-07-01,13.34,7456826665359,Mortgage,Quarterly,2024-02-14,Active
14663.09,natural,432684,2035-02-20,9.53,2783741670929,Auto,Annually,2022-04-07,Closed
37213.49,state,443151,2051-05-30,5.09,3734301634252,Mortgage,Quarterly,2020-05-27,Active
28123.66,police,427587,2039-02-18,9.83,2420305912781,Mortgage,Monthly,2022-07-17,Active
20349.27,thank,440731,2035-06-04,9.26,7730435865803,Personal,Annually,2022-05-15,Defaulted
47080.56,board,444497,2038-03-14,11.15,1960307708989,Mortgage,Annually,2020-02-24,Defaulted
95861.66,decide,415973,2039-10-13,7.87,4268814427651,Mortgage,Monthly,2021-09-19,Active
43058.41,wrong,435840,2038-06-11,7.11,1769292881474,Mortgage,Monthly,2022-05-13,Defaulted
51608.49,arm,449460,2051-09-15,12.03,2110930626127,Auto,Quarterly,2020-06-13,Active
18799.93,she,428196,2027-11-16,6.3,3304909030090,Mortgage,Annually,2021-07-01,Active
99294.12,past,424110,2049-12-11,14.57,7828771450911,Auto,Quarterly,2020-05-31,Defaulted
17491.06,spend,430008,2037-05-02,6.2,3982103234961,Mortgage,Quarterly,2020-04-23,Defaulted
43588.02,end,428042,2048-05-18,10.51,1527289883311,Mortgage,Monthly,2024-04-13,Defaulted
70727.04,enough,445442,2035-04-05,4.72,9187447852528,Auto,Annually,2021-03-12,Active
67309.7,much,421496,2032-06-05,5.04,6547705825396,Personal,Quarterly,2022-09-05,Defaulted
35245.2,consumer,447485,2045-03-18,8.99,8496912146886,Auto,Monthly,2023-09-25,Closed
41064.51,try,417564,2029-07-17,10.42,3995458245217,Mortgage,Quarterly,2023-10-29,Closed
67481.2,happen,407810,2043-10-02,5.31,1682576876973,Auto,Monthly,2020-11-05,Active
62327.59,current,425030,2035-04-09,10.66,4592284699696,Mortgage,Monthly,2022-12-22,Closed
50636.99,nothing,417516,2040-04-05,10.86,7606517009386,Personal,Monthly,2022-01-18,Closed
85281.82,meet,406964,2051-01-10,6.51,7320991107205,Auto,Annually,2022-01-30,Defaulted
51840.4,fear,449623,2042-06-15,14.65,5848373010885,Personal,Monthly,2023-03-14,Active
60722.34,organization,405604,2041-03-06,4.02,4233273935300,Mortgage,Monthly,2022-08-10,Defaulted
11453.25,agent,422919,2053-11-19,12.58,8737003880895,Auto,Monthly,2022-10-22,Closed
60244.42,station,434833,2045-06-01,11.31,1205284435102,Mortgage,Annually,2020-08-16,Active
60520.41,though,413926,2046-04-15,4.77,6225307802141,Personal,Monthly,2022-05-26,Defaulted
25866.75,human,420491,2054-06-30,8,8896753947612,Personal,Quarterly,2022-12-02,Active
64835.13,view,422903,2050-07-21,12.46,3166660813150,Personal,Monthly,2020-10-25,Active
85577.07,owner,412065,2045-08-18,2.57,3383363669411,Mortgage,Monthly,2024-04-23,Closed
57122.4,open,438303,2046-05-07,13.8,9753462566039,Mortgage,Annually,2021-10-13,Defaulted
75088.79,raise,404153,2033-03-11,5.99,9824897849559,Personal,Annually,2021-08-10,Defaulted
84508.22,interview,417312,2050-09-04,9.92,1966580145425,Auto,Monthly,2024-07-26,Closed
36203.2,heavy,443278,2041-05-13,13.6,3197643690386,Auto,Monthly,2022-11-29,Closed
76272.61,especially,410734,2033-12-26,3.83,2112867493814,Auto,Monthly,2022-01-29,Defaulted
38709.47,as,417022,2037-01-17,12.18,5275710673088,Mortgage,Annually,2024-02-06,Active
25296.38,and,434416,2040-09-30,3.46,4790671334545,Mortgage,Quarterly,2021-08-02,Active
64275.56,main,448871,2048-12-24,14.48,4450473096720,Mortgage,Annually,2022-06-12,Closed
98004.36,when,422123,2047-11-01,10.86,7210006409408,Personal,Quarterly,2020-07-07,Defaulted
6863.52,move,446737,2042-08-17,3.77,7245591079851,Auto,Monthly,2024-06-02,Defaulted
25743.53,section,434108,2032-07-22,10.83,6930946210679,Personal,Monthly,2020-03-28,Active
97571.27,sound,435725,2033-12-25,6.48,8648624007455,Personal,Annually,2022-03-04,Closed
97281.47,red,446707,2051-03-09,2.99,5639076042919,Mortgage,Monthly,2022-07-20,Active
23696.51,same,438018,2037-10-26,7.03,9531756672164,Auto,Quarterly,2022-02-05,Defaulted
5268,mouth,417783,2043-08-22,3.47,7134538199844,Personal,Annually,2022-05-30,Defaulted
72104.27,anything,431580,2044-06-17,8.86,2195556516640,Mortgage,Monthly,2020-02-08,Closed
32510.86,language,447748,2043-02-15,12.02,4139452679185,Auto,Monthly,2023-07-30,Closed
36993.14,lot,413983,2026-04-21,4.07,7321020779521,Auto,Annually,2022-11-28,Defaulted
65382.8,commercial,423962,2049-01-20,7.96,5933175505626,Personal,Monthly,2024-03-17,Closed
38984.51,we,432816,2037-02-05,10.86,1807556326942,Auto,Annually,2020-04-11,Closed
65380.43,short,407005,2032-10-18,14.15,4235547039529,Auto,Quarterly,2022-05-03,Defaulted
55255.66,million,423891,2049-03-05,5.25,2011570770514,Auto,Annually,2021-08-09,Active
54239.63,contain,420642,2033-05-01,8.67,5336165975090,Mortgage,Monthly,2020-11-26,Closed
62099.18,positive,424638,2051-11-25,4.78,3697845766550,Personal,Annually,2020-12-25,Defaulted
89116.83,town,433420,2032-03-18,4.78,3048733323830,Auto,Quarterly,2024-03-10,Closed
40929.21,thus,411112,2048-06-02,5.33,9959332136403,Personal,Annually,2021-01-11,Closed
90179.14,compare,412484,2054-06-07,14.56,7629992266310,Auto,Quarterly,2024-04-28,Closed
70166.97,expect,421906,2035-05-28,8.49,9807611368668,Auto,Quarterly,2020-07-13,Active
30904.71,different,447745,2044-07-22,11.48,4726177045647,Mortgage,Monthly,2021-08-11,Closed
96564.68,result,433011,2026-10-29,7.09,2967359888654,Mortgage,Monthly,2020-02-12,Closed
40701.25,beat,444375,2052-09-10,9.56,9962994661246,Mortgage,Monthly,2024-07-19,Closed
68928.64,usually,421770,2047-02-11,10.08,9541657670123,Mortgage,Monthly,2021-05-28,Defaulted
96169.21,pay,433886,2029-06-08,10.05,3526165082417,Mortgage,Quarterly,2022-11-30,Defaulted
57301.14,or,439738,2031-08-02,3.86,5982264944253,Mortgage,Annually,2020-02-06,Closed
33582.63,spend,416092,2029-09-18,3.91,3860267211646,Personal,Annually,2022-02-09,Active
51665.54,capital,406406,2029-03-16,10.85,1573405082747,Personal,Quarterly,2021-09-10,Defaulted
86124.44,high,407026,2029-05-15,5.43,6295807330303,Auto,Annually,2024-04-20,Active
25395.12,statement,425531,2049-02-27,5.51,3385749468075,Mortgage,Annually,2022-04-28,Active
21270.51,recognize,428070,2033-09-21,9.21,7666174736534,Mortgage,Annually,2024-02-07,Defaulted
12098.31,project,400508,2037-08-14,5.51,3011704651180,Mortgage,Quarterly,2023-05-10,Defaulted
94462.33,building,416770,2039-05-27,13.64,7101712601390,Auto,Quarterly,2023-03-22,Closed
42947.71,help,424705,2041-03-13,14.22,1105311932879,Mortgage,Monthly,2020-11-24,Closed
89205.58,quickly,440385,2039-03-29,11.95,6473135066953,Mortgage,Quarterly,2023-09-15,Active
81403.59,happen,439543,2043-12-21,11.85,7290267949956,Personal,Monthly,2024-07-18,Active
18827.2,character,402881,2030-08-18,14.98,1409499602240,Auto,Quarterly,2022-10-07,Defaulted
25347,successful,411694,2046-12-18,14.04,7037510882156,Personal,Annually,2021-11-07,Closed
32831.3,really,447992,2054-05-22,9.63,3060748821808,Auto,Quarterly,2023-01-12,Defaulted
70399.36,kitchen,415386,2035-04-08,4.25,9886619153552,Auto,Quarterly,2024-02-16,Active
87203.57,may,432300,2045-10-26,7.81,6623068099606,Personal,Annually,2022-09-23,Active
60886.48,hold,442568,2053-07-31,6.69,5859313058475,Auto,Monthly,2021-03-09,Defaulted
60565.99,suggest,434424,2032-04-17,9.87,7132906985495,Personal,Monthly,2022-10-29,Defaulted
74359.6,interesting,408891,2052-01-05,11.89,4321947197510,Auto,Monthly,2023-12-15,Active
73151.6,check,429493,2044-07-28,2.91,3085229382084,Auto,Annually,2023-10-28,Closed
69853.27,total,436669,2033-05-29,10.16,6261379262374,Auto,Quarterly,2020-01-31,Closed
97989.04,table,418353,2049-04-09,4.12,9065035248319,Auto,Quarterly,2020-11-05,Closed
80955.27,doctor,436486,2049-12-30,4.5,2028496204161,Personal,Quarterly,2020-06-05,Closed
29449.07,detail,425419,2036-11-25,5.34,6215485475369,Mortgage,Quarterly,2020-09-04,Defaulted
66752.69,central,428430,2045-06-19,8.13,1607265179511,Personal,Monthly,2022-05-09,Defaulted
28812.1,where,400785,2037-01-16,11.45,7328764251069,Auto,Monthly,2021-04-13,Defaulted
47049.86,rise,412281,2031-07-20,7.89,8309241927335,Personal,Annually,2022-05-25,Defaulted
8122.38,religious,423720,2054-06-23,2.74,4328137544494,Auto,Monthly,2024-06-11,Active
38106.83,something,412849,2052-07-19,11.45,5740208529942,Personal,Annually,2024-02-28,Defaulted
58354.94,break,428340,2044-03-27,12.06,8934038904871,Auto,Monthly,2022-08-12,Active
57063.95,course,416534,2038-08-20,11.11,5724996420843,Mortgage,Monthly,2020-11-23,Closed
7910.36,hospital,422465,2048-02-04,10.23,7353357439306,Mortgage,Monthly,2020-09-13,Closed
50655.02,card,446630,2027-09-06,11.46,3071637968878,Mortgage,Annually,2023-06-08,Active
43887.52,receive,448723,2041-06-12,11.65,1694787147955,Mortgage,Monthly,2021-10-12,Active
18849.98,he,407225,2045-09-01,4.83,6094680869801,Auto,Annually,2023-08-15,Defaulted
8435.78,admit,409587,2052-11-17,5.27,8161041747445,Mortgage,Annually,2022-11-20,Active
79277.99,stay,439652,2035-12-25,12.26,5937036721542,Personal,Annually,2023-03-17,Active
76056.05,white,427778,2034-03-08,5.84,1466623436279,Personal,Monthly,2023-02-10,Closed
35437.05,return,447407,2051-04-09,10.53,1844441398756,Mortgage,Quarterly,2024-04-14,Active
20786.75,quality,444089,2029-01-03,4.12,5149095185277,Auto,Monthly,2021-06-16,Closed
19637.88,style,428928,2042-03-24,2.58,3809375137046,Personal,Quarterly,2023-01-24,Closed
14883.23,debate,412317,2045-02-15,12.2,6625896645153,Personal,Quarterly,2023-09-30,Defaulted
39012.52,however,430706,2037-09-23,3.1,6276134263081,Auto,Quarterly,2021-05-10,Closed
7851.14,pressure,421423,2053-05-09,11.4,1871436932226,Auto,Monthly,2022-11-26,Closed
28736.17,capital,440900,2054-05-22,8.87,4543687756963,Mortgage,Monthly,2022-07-23,Closed
41518.19,while,437582,2049-09-13,5.58,6050497132852,Mortgage,Annually,2023-09-06,Active
86404.62,camera,414278,2045-09-15,13.48,8680266580757,Mortgage,Monthly,2022-02-01,Active
28717.94,meeting,419092,2043-01-16,12.49,2266969303565,Mortgage,Annually,2020-06-03,Closed
11741.66,resource,405832,2054-03-13,11.01,7203308706427,Auto,Quarterly,2023-03-03,Active
18452.79,fast,424686,2041-09-29,7.1,3728430156098,Mortgage,Monthly,2022-05-06,Closed
75296.85,win,427955,2028-01-22,5.8,1102631554780,Mortgage,Monthly,2023-08-07,Closed
58357.63,fire,437838,2040-12-10,11.08,5064822771193,Auto,Annually,2021-06-18,Defaulted
31613.89,through,404619,2054-06-09,4.87,2986557212463,Personal,Monthly,2021-11-28,Active
92203.51,dog,446303,2030-01-10,10.75,8659464587962,Personal,Quarterly,2020-04-17,Active
25676.42,support,440612,2034-04-17,3.34,1877011859249,Personal,Monthly,2023-03-08,Active
93669.15,board,417406,2025-09-28,4.7,7255798722682,Mortgage,Quarterly,2022-06-16,Defaulted
79940.51,reveal,414788,2043-10-13,7.01,3252048092186,Auto,Quarterly,2022-01-20,Active
21966.31,throw,439584,2036-01-04,11.03,5763176608525,Personal,Quarterly,2023-05-31,Active
14573.48,individual,404082,2035-06-06,7.46,7909398409208,Auto,Quarterly,2022-11-30,Defaulted
26929.85,who,447990,2027-01-28,8.09,5740705649517,Mortgage,Monthly,2023-10-16,Defaulted
65530.34,firm,440433,2044-07-08,8.36,4985921913993,Personal,Monthly,2020-03-01,Defaulted
36705.93,Mrs,433496,2035-04-08,9.08,4206818263993,Mortgage,Annually,2024-04-11,Active
72487.89,air,435600,2049-04-13,3.55,7250263522296,Auto,Annually,2024-06-09,Defaulted
89859.32,response,438837,2050-05-16,7.58,1932158155655,Personal,Quarterly,2024-04-13,Active
37347.14,address,442740,2039-09-11,2.87,8728794735861,Auto,Quarterly,2022-03-31,Defaulted
31607.7,he,410560,2033-10-24,9.49,9534384485920,Auto,Monthly,2023-11-26,Defaulted
72641.51,me,437248,2051-05-30,2.62,7274945900892,Auto,Annually,2020-02-22,Closed
58388.26,need,429339,2028-07-07,2.68,3761506431395,Personal,Monthly,2023-05-07,Defaulted
40763.44,reality,429968,2052-08-06,6.39,2392276646583,Personal,Monthly,2020-11-01,Defaulted
92977.33,off,441117,2030-05-20,6.13,6474390470251,Mortgage,Quarterly,2022-11-05,Active
33694.49,boy,413361,2040-07-22,4.84,1274498599589,Auto,Monthly,2022-12-14,Defaulted
